username,date,content,user_location,bulan
ansharas,2021-06-25 02:26:32+00:00,Semoga lolos screening buat vaksin 😇,Sulawesi Selatan,Juni
mayongaji,2021-05-28 11:37:20+00:00,"Abis vaksin pertama AstraZeneca, efek samping baru terasa tujuh jam pasca vaksin. Efek samping yang paling kerasa nyeri otot dan sendi kaya abis turun gunung",DKI Jakarta,Mei
BethesdaJogja,2021-01-27 15:11:10+00:00,"FAKTA VAKSIN COVID 19. Jangan Cuma “Katanya” – Bethesda Talk Show Ep. 32
.
Simak video selengkapnya di channel youtube Rumah Sakit Bethesda
https://t.co/LxiW4Qek7B

TALK BTS (Tanya Aja Langsung Ke BETHESDA TALK SHOW) #32 https://t.co/X6wBTgPtEc",DI Yogyakarta,Januari
alyngcavalera,2021-06-29 20:44:52+00:00,"Buat yg kmrn bilang rkyt indonesia mah susah di suruh vaksin nya
Tuh lu liat klo program vaksin nya udh di buka buat umum pasti bnyk yg mao https://t.co/66Nry4isOJ",Kalimantan Tengah,Juni
humaspolresban2,2021-03-02 07:16:38+00:00,"Perwira Tinggi Mabes Polri Terima Vaksinasi Covid-19 Tahap I

Jajaran Perwira Tinggi Mabes Polri melaksanakan vaksin Covid-19 Sinovac tahap I di Wisma Bhayangkari Mabes Polri, Jakarta Selatan, Senin (1/3).

#VaksinasiAnggotaPolri
Terbentuknya Herd Immunity https://t.co/xt1km63e94",Nusa Tenggara Barat,Maret
PolsekPlaju3,2021-03-16 04:45:37+00:00,"VAKSIN 
AMAN dan HALAL.

SAYA SUDAH DI VAKSIN
.
.
JAGOAN PALEMBANG
JAGO PALEMBANG!
.
#polripresisi
#PolisiDulurKito
@irvanprawira
@novelsiswandi1977 https://t.co/ytUSMdarb0",Sumatera Selatan,Maret
windameidhitaa,2021-07-09 14:12:21+00:00,"@destryangryana Efek itu tergantung orangnya sih, di aku nih vaksin 1 dan 2 april lalu ngaruh pegel sama ngantuk doang. Semangat, kak! 🤗",Lampung,Juni
sellyyolandita,2021-01-28 14:11:05+00:00,Besok vaksin kedua.. kenapa lebih deg”an dri yg pertama.. 😂😂😂,Banten,Januari
HumasMenteng,2021-06-29 20:34:11+00:00,"""GERAI VAKSIN PRESISI MENTENG""

Vaksininasi Massal Nasional Covid-19 di Polsek Metro Menteng di Pimpin Bapak Kapolsek Metro Menteng Kompol Rohman Yonky Dilatha, S.Ik, https://t.co/lCoV3kJGhA.
@divisihumaspolri @poldametrojaya
@PolresJakPus #divisihumaspolri #poldametrojaya https://t.co/4jNkj8Xuli",DKI Jakarta,Juni
IsmailBhakti,2021-04-11 11:43:00+00:00,@TETO_Jakarta @percayaNgl @jokowi Konkretnya gimana ? Apakah ada bantuan vaksin ???,Sulawesi Tenggara,April
fadilpoeta,2021-02-10 04:58:27+00:00,"Da aku mah apa atuh, jadi penerima vaksin aja nomor urut ke-250.000.000 😔",Jawa Barat,Februari
ripbottt,2021-02-27 07:23:55+00:00,"Nolak vaksin dengan bilang:
""km terlalu baik buatku""",Jawa Tengah,Februari
aprilyahtr,2021-03-29 11:45:50+00:00,abis vaksin ngantuk ma diare :(,Kalimantan Tengah,Maret
iniulanok,2021-03-27 07:45:28+00:00,Vaksin bersama garudia indonesia group👍 https://t.co/5vYoByzOhm,Bali,Maret
beckobek,2021-03-29 11:06:38+00:00,"Dekdekan ni besok mau di vaksin, dimana vaksinny 2bulan lagi udh mau expired 👉👈",Sulawesi Utara,Maret
Hidayah_Art,2021-03-19 11:38:26+00:00,"@Hi_Quds Aku berharap produksi vaksin bisa ditingkatkan, agar pandemi lekas meredup",Jawa Tengah,Maret
SinggihDwiP,2021-07-10 16:03:02+00:00,"tambahan, klo Singapore sudah menganggap Covid itu flu biasa, ngapain mereka repot2 bikin syarat perjalanan masuk yg ketat, mesti Swab, mesti vaksin, mesti karantina dulu... mana ada flu biasa yg mesti karantina...",Sulawesi Utara,Januari
dokterimun_id,2021-01-29 07:04:52+00:00,"Update 2 jam pasca vaksin, lanjut praktek plus rapat KIPI Dinkes Banten, so far tidak ngantuk, tidak lapar (mgkn krn sudah sarapan gado2 hehehe), tidak alergi, tidak nyeri badan, nyeri lokasi vaksin membaik... #ayovaksin https://t.co/Ekgm37r2mY",DKI Jakarta,Januari
grngnwn,2021-06-29 08:06:57+00:00,"@bukan_adam_inul Ancur sih kayanya kalo yg urus mereka, kalo swasta malah cepet bgt. Gua vaksin sama halodoc di kemayoran ga sampe 10 menit drive thru",Bali,Juni
salehhaji5,2021-06-13 13:31:22+00:00,@dr_koko28 Oh jadi bukan dengan vaksin ya,Riau,Juni
ahlamilo,2021-07-10 16:02:51+00:00,@honestlyfatihah Kannnnn ya Allah cepatla semua orang vaksin!! Nak sangat kes reda!! Aaminnn!! Aah tulah ada rezeki nanti kita jumpa eh 🥰❤️,Sulawesi Utara,Januari
seputarinfoindo,2021-04-03 09:38:08+00:00,"Vaksin COVID-19 untuk menyelamatkan diri sendiri dan orang lain
.

#Covid19 #VirusCorona #SocialDistancing #PhysicalDistancing #ProtokolKesehatan #AdaptasiKebiasaanBaru #Vaksinasi https://t.co/X1QmixJhT6",Sumatera Barat,April
Sian66410112,2021-05-19 11:49:10+00:00,@Dnok_Ayu Perusahaan harus menanggung biaya vaksin pegawai sekaligus vaksin utk keluarga pegawai,Jawa Barat,Mei
ChangRin_shim,2021-07-08 01:35:31+00:00,@lacaralaCR @FaheemYounus Iya. 3 bln stelah dinyatakan sembuh baru bisa vaksin,Nusa Tenggara Timur,April
rainbowulalaa,2021-07-10 06:29:24+00:00,"dulu pada ga mau, sekarang buat rebutan
-vaksin",Lampung,Mei
kozirama,2021-01-22 06:11:36+00:00,Semua pemberitaan seakan2 vaksin=kebal corona. Ampun dah media. https://t.co/Z7ZnztWbfK,Jawa Barat,Januari
YouNeeddd,2021-06-24 00:35:29+00:00,@Babymariio_ Bukannya Vaksin AZ ditarik dri peredaran?,Sulawesi Selatan,Juni
_upilkuda,2021-03-26 12:27:52+00:00,Vaksin time tinggal kebiri🥳 https://t.co/AUYS0BlOEp,Jawa Barat,Maret
Suryono46350704,2021-06-23 00:33:22+00:00,"Bersatu Lawan Covid19 - 11 Tokoh Jateng Bakal Disuntik Vaksin Sinovac, Gubernur Ganjar Pranowo Jadi yang Pertama https://t.co/BoO8oDcxym",Nusa Tenggara Barat,Juni
eengiingeeng,2021-06-29 16:29:03+00:00,@tyasyiipii Sabar juga menunggu giliran vaksin,DI Yogyakarta,Juni
Krisnamaharandi,2021-07-08 23:25:17+00:00,"Punya temen sudah dua orang.. yang sudah divaksin .. tapi masih positif covid .. bener kata bu Siti Fadilah Supari dong yaa.. vaksin tidak menyelesaikan pandemi!!
#mikir",Lampung,Juni
ReadIndo,2021-07-10 08:46:25+00:00,"Disiapkan Jadi Vaksin Ketiga, Ketua DPD RI Minta Pemerintah Pastikan Efektivitas Moderna https://t.co/F7bzvSK298",Gorontalo,Januari
mematchamatchai,2021-07-07 15:50:23+00:00,@77umsrjnh_ Ooo vaksin dmn uma?,Kalimantan Barat,April
hudattamini,2021-04-26 12:38:42+00:00,"@nuansabening28 @kawuladusun Kalo 34,7 % masih bisa terinvejsi covid19 walau sdh di Vaksin itu banyak lho ..... Bagusan tdk usah vaksin, prokes aja ..... 😛😛😝",Kalimantan Timur,April
PolsekPlaju3,2021-03-05 07:20:44+00:00,"LINDUNGI DIRI DAN KELUARGA DENGAN VAKSINASI COVID-19

Saya Sudah di Vaksin!

Kapolsek Plaju
Iptu Novel Siswandi Kurniawan, SH, MH
.
.
JAGOAN PALEMBANG
JAGO PALEMBANG!
.
#polripresisi
#PolisiDulurKito
@PolisiSumsel
@irvanprawira
@palembangpolice
@novelsiswandi1977 https://t.co/hJBVkclr9H",Sumatera Selatan,Maret
ridez_,2021-07-09 13:56:28+00:00,@AdeTreesna @mardiasih Vaksin?,Kalimantan Barat,Maret
Lullusriego,2021-06-29 21:51:08+00:00,Demi vaksin AZ di belain blm tidur #grok https://t.co/08pimea5Jb,Sulawesi Utara,Juni
farakhnasida,2021-04-18 13:09:59+00:00,Jadi pengen vaksin mandiri deh...,Jawa Tengah,April
nekozukiyo,2021-03-28 08:26:42+00:00,"@gendatssuwu @kochengfess Klo aku ini vaksin annual, jadinya cmn yg F4+rabies. Di bekasi barat kena 300rb/ kucing -s",DKI Jakarta,Maret
Masbaaay_,2021-06-28 16:03:01+00:00,"Info dong di solo, vaksin yang bisa non domisili https://t.co/fswO8E5zCe",DI Yogyakarta,Juni
AimanNazmi_,2021-02-26 16:18:15+00:00,Dia macam tibe tapi golongan anti vaksin memang BODOH,Aceh,Februari
deeanvet,2021-03-26 13:23:09+00:00,"Besok vaksin...
Dan rodok deg2an...",Jawa Timur,Maret
toelatoel,2021-02-27 16:19:37+00:00,"@mmmmonana Banyak yang kontra karena statement beliau yang bilang “tidak akan mengganggu proses vaksin pemerintah”, karena banyak yang meyakini dengan adanya dua jalur vaksin gini pasti mengganggu. Yang setuju rata² karyawan, karena jadi punya jalur “akselerasi”.
Gitu sih dr yg saya baca..",Sulawesi Utara,Februari
daniswooro,2021-03-29 13:32:26+00:00,"hidung mampet, mulai bereaksi kah sang vaksin?",Jawa Barat,Maret
purnamaku4,2021-06-29 12:01:09+00:00,"Tujuh jam sudah berlalu.
Alhamdulillah, tidak ada reaksi aneh2 dari vaksin terhadap tubuhku ini.

Gada rasa apa2.

#AkuAnakTakutSuntikan
#MyFirstJab
#vaccination
#goawayCovid19",Banten,Juni
SueKelola,2021-01-29 19:23:16+00:00,"Jap sambung, Arsenl ni kalau sejenis projek dekat Malaysia, confirm rakyat sini dah bising. Ibaratnya, baik bubar je lah. Membazir bukan ada harapan pun, baik buat beli vaksin.",Kalimantan Tengah,Januari
isNOE_S,2021-03-04 03:33:05+00:00,"Tinggalkanlah dlu sejenak stadion, kalangan lansia yg rentan bila tdk divaksin butuh penguatan kita2 yg melek teknologi dan kuat literasi spy beliau2 paham dan mau 😇

Kelemahan kalangan lansia adalah pas yg pro vaksin berpartisipasi, blm tentu smpai ke mereka yg kontra",Sulawesi Selatan,Maret
oktaviaika,2021-07-08 08:44:23+00:00,ngeri juga ya pas ngantri vaksin ketemu org yg lagi isoman/positif covid tp nekat dtg vaksin. gak ngaku pas di screening :”,Kalimantan Barat,Juni
NurHadiKusumo,2021-04-29 06:33:56+00:00,Abis vaksin boleh batal puasa ga ya? 🤔,Banten,April
riamuktichan,2021-04-29 18:35:16+00:00,@umihanif2 @ShikamaruKing48 @detikcom Betul byk yg salah paham nih.dikira kalo udah vaksin artinya “lo bakalan kebal” padahal ma “lo ga bakalan mati amit” kalo kena” 😅,Banten,April
RareDarL_N,2021-07-06 02:43:30+00:00,"@kmhworlds iya, kayaknya besok ato lusa,,, takut jarum 😭
kamu udah vaksin?",Nusa Tenggara Timur,Maret
michaeloctav7,2021-02-21 03:02:07+00:00,"Buat orang tua/ Kakek / Nenek yg mau daftar vaksin dg usia diatas 60thn. sila kelink ini 

https://t.co/FHdsOK8MHm",Jawa Timur,Februari
FA_emeres,2021-06-25 06:52:36+00:00,Ya Allah ngantuk banget abis vaksin https://t.co/M7dbo1D8Wc,Sumatera Selatan,Juni
sonynopian,2021-04-24 03:23:25+00:00,"Vaksin  covid 19 saat berpuasa tidak membatalkan puasa

@halimiskandarnu 
@taufikmadjid71 
@imansyukri 
@azzameldzikrie 
@malik_haramain 
@kemendesapdtt
@pdttkemendes
@Pusat_PPMD
@SukoyoKasekpro 
@IsmailAZainuri 
@zella0602 

#GusMenteri 
#taufikmadjid 
#Imansyukri 
#puspenpmd https://t.co/ilWk82frtv",Sumatera Utara,April
oneOwan,2021-06-29 02:54:35+00:00,"Kumpulan wang simpanan pekerja kau buat macam bantuan waknat. 

nanti dah tua nak pakai apa sial? lu orang boleh sembang la, dah kerepot cukup bulan collect pencen, masa muda kerja tau nak menyusahkan orang. 

takde vaksin pon boleh riot bhai ni..",Aceh,Juni
sukapentol500,2021-04-20 05:09:55+00:00,"@indronesia95s @FiersaBesari @Teh__L @alderina Jangankan vaksin ya. Antrian online pelayanan biasa aja yg dateng ga sesuai perkiraan. Sudah daftar online jam 8 datang jam 12, alasannya anak saya tidur, dll. Yah Indonesia punya jam karet 😂",Jawa Timur,April
nasutionarii,2021-06-26 16:14:24+00:00,@toromokoh Hahaha alasan ke Bali buat vaksin ya,Jawa Tengah,Juni
hudattamini,2021-01-23 12:39:32+00:00,@Cintada16 Tanyakan aja ke Nakes yg di Vaksin ....... Adakah waktu di Vaksin ada ditanamkan Chip .... ??? 😛😛😛😝,Kalimantan Timur,Januari
pontianakpost1,2021-07-09 06:18:15+00:00,"Yang Muda, Yang Berani Vaksin https://t.co/H8ykwAIwiJ",Kalimantan Barat,April
Innosensius_,2021-01-29 10:43:07+00:00,@waz_faw Udah vaksin semua padahal. Gatau kenapa. Cek wa coba,Kalimantan Tengah,Januari
cakasana,2021-02-19 15:29:53+00:00,"Terkait vaksin mandiri pasca diskusi di CH tadi, pingin point out bbrp hal.",Jawa Timur,Februari
dhido_blenk,2021-07-06 20:53:50+00:00,@alvn_blkh Vaksin min tdr 6 jam blok🤣,Nusa Tenggara Timur,Mei
rinniyuwuu,2021-03-26 03:12:26+00:00,"Vaksin beres, sistem error. Orderan blm dipacking. Bentar lagi dines siang hufft kzl.",Jawa Barat,Maret
Nurulaienisme,2021-02-27 12:15:09+00:00,@mimiimarlinda Kite jew beg dri cina.. dieorg semua nk yg ok.. kite jew cina.. tahu rakyat suka shopee tapi jgn lah vaksin pun nk dri cina.. eeei geram..,Sulawesi Utara,Februari
IinIndriawiati1,2021-02-12 00:53:08+00:00,@aewin86 Allhamdulillah ....saya menunggu info ini biar bisa di vaksin,Kalimantan Timur,Februari
gustibrewon,2021-07-04 04:55:42+00:00,"Mereka yang dijadwalkan dapat dosis kedua Vaksin Az, tidak mudah mendapatkan vaksin tsb. @KemenkesRI  @LaporCovid
 
@kemenkomarves
 
@jokowi
 
@RadioElshinta
 
@kumparan",Nusa Tenggara Timur,Februari
iindiirraaa,2021-04-18 13:45:12+00:00,Disini ada yg blm di vaksin gk sih ? Serius nanyakkkk,Nusa Tenggara Barat,April
boskorup_,2021-07-03 04:06:22+00:00,"@17julygueultah @lemon_oliveoil Corona ga bakalan pulang, karena Corona sudah hidup bersama2 dgn kita. Semoga aja para ahli-ahli bisa menemukan vaksin yang paling ampuh buat nahan si Corona masuk ke tubuh kita. Seperti vaksin2 yg udah dibuat untuk penyakit mematikan lainnya yaitu campak, Hepatitis, polio, dll",Nusa Tenggara Timur,Juni
pontianakpost1,2021-07-09 06:01:39+00:00,Launching Vaksin di Putussibau https://t.co/i7guFmXKjy,Kalimantan Barat,Januari
Pian37506620,2021-06-25 02:38:39+00:00,"Presiden Jokowi tertibkan aturan denda dan pidana warga menolak vaksin covid-19.
Damai Indonesiaku https://t.co/eCM3z3yqT1",Kepulauan Bangka Belitung,Mei
hafizkenny,2021-02-27 13:09:28+00:00,"Dah la slow buat kerja, lepas tu dapat suntikan vaksin dulu. Menteri menteri yang tak membantu ni takyah dapat lagi pun takpe. Plus they’re not even frontliners pun. https://t.co/HzxoBb0jAh",Sulawesi Utara,Februari
CokelatBand,2021-04-29 17:08:29+00:00,@CokelatBand #VaksinasiNasional #vaksincovid19 #vaksindorongpemulihanri #Vaksin #vaccine https://t.co/XtzGcjKxe0,Sulawesi Utara,April
rere2_kumampung,2021-02-27 15:15:30+00:00,"Gue jadi salah satu org yg diprioritaskan negara buat dpt vaksin karna gue jurnalis. Semoga kinerja jurnalistik yg gue kerjain, bisa bermanfaat buat masyarakat ya. Tanggung jawabnya gede cuy. 
#vaksinasiwartawan 
#vaksinstoppandemi",DKI Jakarta,Februari
a_ditya17,2021-03-27 04:23:22+00:00,@TwindyRarasati Utk penyintas apakah ada rentang waktu diperbolehkan vaksin?,Banten,Maret
Cak_X01,2021-01-27 04:31:35+00:00,"Untuk diketahui, sejumlah perwakilan yang mendapatkan dosis pertama vaksin bersama Presiden pada dua minggu lalu dan dinyatakan memenuhi syarat kesehatan untuk mengikuti vaksinasi kembali hadir untuk menerima penyuntikan dosis kedua. https://t.co/OV9ppG8qeA",Jawa Timur,Januari
rimaameilia,2021-03-16 04:37:14+00:00,Sertifikat vaksin ga bisa digade 😢😢😢,Nusa Tenggara Barat,Maret
Krisnamaharandi,2021-07-09 12:33:30+00:00,"@aalmasih Analogine yo rak ngunu.. nek ppkm/lockdown yang rugikan kabeh.. wong cilik pedagang, negarapun jebol.. ppkm ekonomi gak jalan, vaksin apbn jebol.. solusi terbaik.. covid tidk usah di catat hahaha",Lampung,Mei
itsmeoddie81,2021-06-29 01:03:48+00:00,Aku Wes Mari Vaksin Lurr 😇 https://t.co/KF9hPMNPkg,Jawa Timur,Juni
engrnrls,2021-02-27 08:53:25+00:00,"bilang mau vaksin, gak ada respon
bilang abis jatoh, jugaa B ajh malaah di omelin 😌",DKI Jakarta,Februari
NoldyRahman,2021-04-29 03:04:07+00:00,Vaksin @ Puskesmas Dulalowo https://t.co/wR2GodANUk,Gorontalo,April
rabilbilly,2021-01-01 07:51:24+00:00,"@IndyNirelan Cek status NIK sebagai penerima vaksin Covid-19 bisa melalui tautan resmi berikut:
https://t.co/O9twAm2BzQ",Nusa Tenggara Barat,Januari
sun_khim18ho,2021-07-05 03:40:32+00:00,Antusias warga mentok kep.babel utk vaksin..@KemenkesRI tlg di perbanyak lg vaksinnya https://t.co/JMyNBDBcoj,Kepulauan Bangka Belitung,Mei
biofarmaID,2021-05-19 00:17:39+00:00,"Vaksin Gotong Royong ini ditujukan untuk para karyawan, karyawati, buruh dan keluarga perusahaan. Vaksinasi yang bersifat gratis ini merupakan upaya dari pihak swasta untuk berkontribusi dalam memutus rantai Covid-19 di Indonesia. https://t.co/fiNSmtFsGI",Jawa Barat,Mei
saiaHunk,2021-07-08 09:56:23+00:00,"Berasa lagi long covid syndrome nya.
Padahal katanya vaksin bisa ngilangin long covid.
Lah pernah kena ato enggak aja ga pasti",Kalimantan Barat,Juni
gustibrewon,2021-07-04 04:55:42+00:00,"Mereka yang dijadwalkan dapat dosis kedua Vaksin Az, tidak mudah mendapatkan vaksin tsb. @KemenkesRI  @LaporCovid
 
@kemenkomarves
 
@jokowi
 
@RadioElshinta
 
@kumparan",Nusa Tenggara Timur,Maret
attentiioonn,2021-06-28 13:06:18+00:00,"Pasca vaksin makan mulu w ya :)) gapapa yg penting semoga gada ada drama demam"" dsb :))",Jawa Tengah,Juni
dokterimun_id,2021-01-28 03:08:42+00:00,Thanks @Chevron Pacific Indonesia untuk kesempatannya menjadi narsum untuk jelaskan mengenai vaksin #COVID19 untuk timnya...,Banten,Januari
halloratnaayu,2021-04-28 05:14:53+00:00,habis vaksin ke 2 lapeeeer poll 🥺,DI Yogyakarta,April
Bamzfrz,2021-03-06 06:10:44+00:00,"Alhamdulillah. vaksin tahap 1 selesai. @ Trans Studio Mall, Makassar https://t.co/LbAFIEUeck",Sulawesi Selatan,Maret
sita_diandian,2021-01-29 15:54:01+00:00,"@KhumaidiZakki @chsstea Mas skrg baby kl g d vaksin dluar wjib pmrinth tu resiko bgt,krna dunia kita sdh tdk sehat lg. Pervaksin tau g hrga brpa? Bs 300-1 jta dn tu kdg sebulan ada 2/3 vaksin dluar wjib pmrinth yg gratis it,mskipn pilhn ortu mau kasi atau g. Jd baiknya nabung utk hidp 1 thn prtma anak",Sumatera Utara,Januari
TravellersID,2021-04-22 05:23:13+00:00,Antre vaksin (@ GOR Prajaracaka) https://t.co/zh9Hqx3cbj https://t.co/fhSeKF4cmj,Bali,April
gumelarreka_,2021-07-08 04:04:18+00:00,"Harus banget di vaksin nih buat masuk ke jawa? 
Halaaaah -___-",Sulawesi Barat,Januari
hudattamini,2021-05-11 21:08:04+00:00,"Hai partai Ummat ..... Anda teriak lawan KeZaliman ..... Nah Kami mau Tau dan Tolong Jelaskan KeZaliman Apa yang anda SURUH LAWAN .... ? apakah yang BLT, pembagian Bansos u/rakyat, Vaksin Gratis, kartu Prakerja anda sebut sbg KeZaliman ...? Ayo Jelaskan ..!! https://t.co/TcdKX2Ab3u",Kalimantan Timur,Mei
masagoenk,2021-05-02 02:47:37+00:00,"@Namaku_Mei Vaksinasi pun nampaknya juga sudah mengarah ke ladang bisnis. Disaat vaksinasi lansia belum kelar, ada kelompok² mengatas namakan komunitas, perusahaan, yang dekat dengan poros kekuasaan berebut jatah vaksin duluan. Masyarakat jelata dipelihara dalam teror tak berkesudahan.",Jawa Tengah,Mei
SetyaMif,2021-03-26 22:11:25+00:00,"Kabar baik buat Busui2☺️awal2 wktu itu gak berani vaksin smpai teman2 Nakes lain udh yg ke-2.alhamdulillahny stlh vaksin gak pengaruh sama produksi ASI kok,dan alhamdulillah lg kl trnyta infonya begini,smoga bermanfaat😄 https://t.co/qFzMcwvEm7",Jawa Timur,Maret
riskaoktav69,2021-01-29 15:05:38+00:00,"Estimasi Biaya Yang dibutuhkan BAMBI : 
-Konsultsi+Suntik+Obat 100K
-Steril 400K(PROMO) 
-Vaksin F4 &amp; Rabies 260K

untuk vaksin nanti akan di lakukan setelah kondisi bambi bener bener pulih dulu dari SCABIES nya. fokus sembuhin scabies parah yg ada di kepala bambi.",DKI Jakarta,Januari
kozirama,2021-01-22 15:29:03+00:00,Ya ampun sampe Kumparan juga ikut2an misleading? Ini kalau sampe orang2 semakin gak percaya vaksin emang mau tanggung jawab pada? https://t.co/S6qlH4mjHL,Jawa Barat,Januari
lelahku,2021-05-28 08:47:53+00:00,"@Namaku_Mei @Neysha69 Aku tadi vaksin kok gak dikasih solatip yah dicabut gitu aja g ditembel, pas dirumah aku coba nempel sih koinnya, akupun terhenyak, pas aku coba dilengan kanan yang bukan tkp vaksin kok nempel juga, disitu akika jadi sadar badan lagi banyak keringat...",DKI Jakarta,Mei
gustibrewon,2021-07-04 05:08:11+00:00,"Kondisi kelangkaan Dosis Kedua Vaksin Astrazeneca di Kota Kupang harus segera dibantu oleh @KemenkesRI . Rakyat diedukasi vaksin, tapi manejemennya koq amburadul. Soalnya ada di mana? perlu bantuan teman2  @KawalCOVID19",Nusa Tenggara Timur,Juni
tonny_senduk,2021-03-27 08:57:08+00:00,"@jokowi Tks pak Presiden @jokowi atas penanganan yg baik dlm memutus mata rantai covid-19, dgn menggratiskan vaksin bagi rakyat Indonesia. 
Tetap semangat, dan t'rus jaga kesehatannya pak demi Indonesia yg lebih baik 👍🏼",Jawa Barat,Maret
farididoev,2021-03-28 03:16:24+00:00,@roses_man @KangSemproel Alhamdulillah saya sudah selesai vaksin dan doakan tetap sehat.,Banten,Maret
Sulastr41465365,2021-06-08 01:17:20+00:00,"Vaksin Covid-19 sudah tiba di Indonesia, pemerintah akan menjamin ketersediaan stok.
Percaya Kinerja Pemerintah https://t.co/RWDci2ca6F",Kalimantan Utara,Maret
mematchamatchai,2021-07-07 16:15:30+00:00,Masuk akal ga sih efek vaksin jadi bersedih gini huahahahaha,Kalimantan Barat,Mei
AbizarDeLonge,2021-02-11 14:02:35+00:00,"@miasilfiani Gak kak, aku kan ga di vaksin muehehehe",Jawa Barat,Februari
neejamusa,2021-06-27 11:38:26+00:00,Bukan dri Mac dri 26 Feb dh smpai skrg duk update covid status pstu check tiap hri bila nk dpt vaksin😗nak hbis intern dh ni nk balik selangor ke ganu ke s'wak xtau lgi nk update lgi alamat baru haa smpai ke sudah x mndpt. https://t.co/0bFUyKUuWp,Aceh,Juni
pranyotoagus67,2021-03-02 07:18:07+00:00,"Vaksin covid terbukti aman dan menyehatkan 
#VaksinasiAnggotaPolri https://t.co/AIOYMyhsfq",Kalimantan Selatan,Maret
kalbar_news,2021-07-10 09:12:01+00:00,Kalbar News: Seluruh Tenaga Kesehatan Bakal Di Vaksin Moderna https://t.co/eBmINHRsY1,Kalimantan Barat,April
LyanaDaahalann,2021-05-29 10:43:16+00:00,Ada terfikir juga dorang buat vaksin gitu boleh jadi kluster vaksin .,Sulawesi Utara,Mei
BKIPM_MedanII,2021-04-26 03:13:32+00:00,Briefing pagi hari ini pimpinan memastikan kesehatan pegawai pasca vaksin tahap kedua dan mengingatkan untuk tetap mematuhi protokol kesehatan @HumasBKIPM @EdiSant87082110 https://t.co/P8NMfroISo,Sumatera Utara,April
Onyssssss,2021-07-06 10:08:17+00:00,@wayanasti21 Vaksin di mana kak?,Nusa Tenggara Timur,Maret
chocoblueeee,2021-07-10 02:37:09+00:00,baru bace berite katenye suntik vaksin skrng harus 3kali ye,Kalimantan Barat,Februari
BenHifni,2021-03-29 10:57:59+00:00,"@KKMPutrajaya Boleh tolong perjelaskan kepada saya tak mengenai vaksin ni?

5G tu diaktifkan pada dos pertama ke atau kena tunggu dos kedua baru boleh guna?",Kalimantan Tengah,Maret
HermanS19226794,2021-07-10 00:23:33+00:00,@setkabgoid @jokowi Vaksin kosong pak,Kepulauan Bangka Belitung,Mei
ztoenk,2021-01-15 08:06:29+00:00,"Susul Jokowi, Erdogan Disuntik Vaksin Sinovac https://t.co/mEExqlh73K",Kalimantan Selatan,Januari
Kimsujin07,2021-05-24 02:37:33+00:00,Alhamdulillah Done Vaksin Ke 2 Tahun Ajaran Baru Siap Belajar Tatap Muka #vaccinated https://t.co/y6DBF16qgf,Jawa Barat,Mei
askmearmything,2021-03-29 02:54:35+00:00,"@spicynsweet2 itu udah terancam angus sih kak ☹
moga2 vaksin cepet tersebar merata biar pada mulai bisa berwisata normal lagi 🙏🙏",DKI Jakarta,Maret
hahahahasyu,2021-04-19 04:58:06+00:00,"tdr dlu sabi si ya, agak krasa berat nih kepala abis di vaksin",Jawa Timur,April
EleosTheofilusG,2021-03-29 11:17:17+00:00,"*Kolaborasi Klub Toastmasters International Distrik 87*
.
.
.
UNDANGAN
Anda semuanya disambut untuk hadir dan berpartisipasi dalam:
.
*DISKUSI &amp; TANYA JAWAB*
*Vaksin Covid-19 : Dari Akar sampai Buah*
.
Konfirmasi kehadiran Anda dengan mendaftar di https://t.co/E2OHEZSdP6 https://t.co/tz90uEF5HV",Jawa Timur,Maret
doly_pa1000,2021-07-10 14:00:47+00:00,"@budimandjatmiko Tapi sebahagian masyarakat yang sadar untuk di vaksin sulit untuk mendapatkan vaksin,terutama seperti kami yg di luar jawa",Nusa Tenggara Timur,Februari
LiwaSakinah,2021-01-13 05:28:10+00:00,"Serius nanyak, kenapa banyak yg gak mau di vaksin covid?",Nusa Tenggara Barat,Januari
BhimaLestanta,2021-05-28 00:59:00+00:00,Vaksin dosis ke 2 untuk lansia di Br. Dukuh moncos Sobangan https://t.co/yvCRp21qDw,Bali,Mei
Wahyu_New,2021-07-10 09:30:24+00:00,@PLindungi Saya sudah vaksin pertama kenapa belum ada sertifikatnya ya?,Kalimantan Utara,Mei
reza_fadh,2021-01-01 11:02:23+00:00,"@KING__VADUKA Nti bang klo pas vaksin,kita di wakili mreka utk divaksin produk pfizer,kita yg d wakilin cukup sinovac aj",Kepulauan Riau,Januari
loveplaytweet,2021-05-28 02:38:09+00:00,"@Prince2117 @kharismamake Wkwkkwkwk asli kmrn buibu finance ngomongin ini, trus tmn gw sendiri ngasih video klo vaksin dimasukin chips yg bs baca data diri gtu wkwkwkkw..",Banten,Mei
pontianakpost1,2021-07-09 06:01:39+00:00,Launching Vaksin di Putussibau https://t.co/i7guFmXKjy,Kalimantan Barat,Februari
hudattamini,2021-04-15 13:19:23+00:00,"@Syarman59 @KompasTV Ini bukan soal kemampuan bro ..... Tapi Soal peraturan, Anda kan seorang pakar Hukum, &amp;di Hukum yg dipakai bukan kemampuan Lawyer atau Jaksa tetapi yg dipegang adalah Hukum itu Sendiri .... Jadi sehebat apapun Terawan jika vaksin blm memenuhi syarat, ditolak.",Kalimantan Timur,April
