username,date,content,user_location,bulan
ManIsTheBstrd,2021-03-05 04:58:27+00:00,"@docalisthenic Nah itu dah blik .. makanya saya kalo ada yg mau tanggung jawab, saya mau di vaksin",Kalimantan Selatan,Maret
gustibrewon,2021-07-04 05:12:07+00:00,Ini salah satu saja contoh keluhan  terkait stok dosis kedua vaksin Astrazeneca di Kota Kupang. @KemenkesRI  @KawalCOVID19 https://t.co/4XhCHfHX53,Nusa Tenggara Timur,Maret
bugismanis1,2021-07-04 08:11:44+00:00,@equals_id Apa gak ada efsam klo vaksin bagi odhiv yg cd4 d bawah angka 200,Sulawesi Tenggara,Januari
Kennanemi,2021-02-21 13:17:05+00:00,Lagi viral berita ttg mbak vokalis dan keyboardis yg ketahuan selingkuh dan ini beritanya berhari hari berminggu minggu nggak ganti2 huffftt apa nggak ada berita lain gitu ?! Misal berita vaksin sampai ke saya itu kapan gt 🤔🤔🙄😜,DI Yogyakarta,Februari
SupardanMansyu2,2021-04-15 01:04:30+00:00,https://t.co/rwix21vDNa ada kudeta vaksin?,Nusa Tenggara Barat,April
navareaval,2021-05-24 14:05:26+00:00,"@newsplatter @jussemangkaaa Lokasi vaksin gratis yg dimana itu ya? Ini di grandcity Surabaya, pendamping yg dapet vaksin gratis harus suami/istri. Dan usia minimal 50 tahun. https://t.co/y2Y5xiAVOm",Jawa Timur,Mei
ihsanul_arief,2021-07-09 01:43:00+00:00,"@FessPonti bise cek sini, masukkan nomor hp yang didaftarkan pas vaksin kemaren.

https://t.co/Z282rgeOE4",Kalimantan Barat,Mei
hanungpuraro,2021-06-25 13:09:11+00:00,Ayo Vaksin Kawan @ RST Wirasakti https://t.co/ekyVr6YUXz,Nusa Tenggara Timur,Januari
IKadarrusman,2021-03-26 23:57:15+00:00,"Justru dgn divaksin disamping melindungi diri, keluarga dan bangsa juga kita ikut ambil bagian dalam membangun herd community. Vaksin dibuat berdasarkan ilmiah oleh para ahli. https://t.co/9E3znd2pTG",Jawa Barat,Maret
Geovann81492593,2021-03-29 13:59:46+00:00,siapa yg sudah vaksin??,Sulawesi Utara,Maret
HTempuran,2021-04-29 04:53:40+00:00,"Kanit Binmas Polsek Tempuran Aiptu Jajat Sudrajat mewakili Kapolsek mengikuti keegitan Analisa dan Evaluasi pelaksanaan penyuntikan vaksin yang dipimpin langsung Camat Tempuran bpk Suwandi, AP di Aula Kecamatan Tempuran Kab. Karawang https://t.co/kkvm2cr34b",DKI Jakarta,April
kayown,2021-04-29 11:06:51+00:00,"Kepada @KKMPutrajaya @Khairykj  @JKJAVMY,

Ada yg menerima borang ini disebabkan ada penyakit dan ubat yg diambil. Borang ini diberikan semasa saringan sebelum vaksinasi. 

Adakah ini ikut SOP? 
Masalah kepada warga emas kerana perlu ke doktor di hospital dan last minute. https://t.co/fcUcj6t2ym",Kalimantan Tengah,April
polsek_senggigi,2021-04-09 21:35:58+00:00,"Sukseskan Vaksin COVID-19 (HALAL, AMAN, GRATIS) Menuju Indonesia Sehat.

#divhumaspolri 
#humaspoldantb 
#humaspolreslobar
#KampungSehat2NTB
#kampungsehatntbjilid2
#kampungsehatnuruttatananbaru
#polreslobar 
#polreslobarsukseskanlombakampungsehat https://t.co/jTfEUxzXZ2",Nusa Tenggara Barat,April
faisalhatt4,2021-04-29 21:40:45+00:00,"Ada yg biasa saja, ada yg sehat2 saja, ad juga yg lumpuh dll,,adakah yg bs menjelaskan seberapa penting vaksin buat tubuh kita? #VaksinUntukIndonesia #vaksincovid19 #vaksinuntukkita https://t.co/jIUn0euHay",Kalimantan Tengah,April
Emely_Dyana,2021-05-25 16:47:16+00:00,"Waspada lonjakan gelombang kedua Covid-19 setelah lebaran. Tetap patuhi protokol kesehatan 5M dan vaksin.

Pancasila dan Negara https://t.co/WtBRBKq5z3",Kalimantan Utara,Maret
biofarmaID,2021-01-27 10:08:20+00:00,"Agar upaya perlindungan vaksin Covid-19 maksimal, tetap patuhi protokol kesehatan ya Biotizen... https://t.co/mpgUrCI2OB",Jawa Barat,Januari
gustibrewon,2021-07-04 05:03:46+00:00,"Jika ada salah dalam manejemen rantai pasokan dan stok, rakyat jangan jadi korban akibat kelalaian. Mesti ada solusi dari jajaran @KemenkesRI  terkait kondisi ini. Rakyat sudah mau divaksin, koq dibuat ribet. Pak @jokowi  ajak vaksin, tapi manejemen koq kayak begini?",Nusa Tenggara Timur,Januari
Cahaya39710020,2021-06-10 02:12:15+00:00,"Validasi WHO menunjukkan kalau pemerintah tidak salah dalam memilih vaksin.

Disiplin Prokes 5M https://t.co/xOamGTz7z6",Kalimantan Utara,Juni
Matinsyarkowi3,2021-01-28 08:01:23+00:00,@Ch_Chotlmah @kangdede78 @Paltiwest @tolakbigotnkri @P3nj3l4j4h_id Mana anggota DPR RI yng menolak vaksin?,Banten,Januari
polsek_sentani,2021-01-05 06:38:35+00:00,Polda Bali mengawal keamanan ribuan vaksin Sinovac yang akan segera tiba di bali untuk diedarkan di Bali #PolriKawalDistribusiVaksin https://t.co/dyEFBbD3de,Papua,Januari
adobypremiere,2021-06-28 08:16:36+00:00,"@aninday @zahruuwilda Ini knp scientist nya g ngembangin vaksin yg tetes, atau vaksin minum, vaksin hirup gituu. Sg gapake disuntik",Jawa Timur,Juni
AmirulfikriEmas,2021-05-29 11:22:12+00:00,"@RDisRaden Itu la pasal, hargai sikit usaha insan tersebut create website ni. Then 70m hanya untuk website vaksin yg lembab hari tu je? 😂",Kalimantan Tengah,Mei
antaramakassar,2021-07-10 03:19:22+00:00,Menlu: Indonesia telah amankan lebih dari 100 juta dosis vaksin COVID-19 https://t.co/pC6ZRUW1qR,Sulawesi Selatan,Januari
chocoblueeee,2021-07-09 08:36:30+00:00,Pengen vaksin tapi takot disuntik,Kalimantan Barat,Maret
riswantosutomo,2021-02-26 17:16:39+00:00,rugi dong... habis vaksin dihukum mati... 😅 https://t.co/3Fuqk7b4mL,Banten,Februari
Rianhidayat_77,2021-07-10 02:12:22+00:00,"94 Persen Vaksin Pfizer Efektif Cegah Infeksi Covid-19 Tanpa Gejala
https://t.co/fEdrpmyw08

Yuk Disiplin PPKM https://t.co/pjjNbYOZ5h",Kalimantan Utara,Mei
polsek_sentani,2021-06-24 09:00:30+00:00,Ayo vaksin.. https://t.co/z37ZPVGNEJ,Papua,Februari
ohwongayu,2021-01-21 01:51:55+00:00,"Vaksin gak dipercaya, tapi zodiak dipercaya. Ah mantab.",Jawa Tengah,Januari
Budi50830998,2021-06-08 07:21:41+00:00,"Alasan belum mengumumkan mekanisme jamaah haji tahun ini, karena kelangkaan vaksin Covid-19. Dana Haji Terjamin https://t.co/dCUcDfPXAB",Kalimantan Utara,Februari
imamahmadask,2021-03-25 00:02:26+00:00,Apaka ini efek vaksin? Kek demam2 gitu,Nusa Tenggara Barat,Maret
pontianakpost1,2021-07-08 04:49:22+00:00,Masyarakat Maritim Terima Vaksin https://t.co/H0aBOqQCbk,Kalimantan Barat,April
ocokk_,2021-05-28 01:12:29+00:00,@ugekbianco Vaksin rabies kasi dia gek wkwk,Bali,Mei
SentralTimur,2021-07-08 15:36:59+00:00,"Cegah Kerumunan, Polda Maluku Terapkan Ganjil Genap untuk Peserta Vaksin
https://t.co/WCTNBhu7Sm",Maluku Utara,Maret
Mawar29520940,2021-06-11 13:38:57+00:00,"Tolak Provokasi 

Terapkan potokol kesehatan dan vaksin di faskes terdekat sanakkkkk https://t.co/pl3dm25dWb",Bengkulu,Juni
dr_koko28,2021-03-09 05:09:41+00:00,"1.1 juta vaksin Covid buatan Astra-Zeneca tiba kemarin.

Credit pic akun pa @jokowi 

Saran 1 pekan sebelum &amp; sesudah vaksinasi :
1. Tidak merokok
2. Istirahat cukup
3. Vitamin D 1000 IU/hari
4. Segelas susu &amp; 2 sdm madu/hari
5. Berjemur 15-30 menit/hari.

Dan.. tidak usah cemas. https://t.co/QCgEntNEd1",Sulawesi Selatan,Maret
Aditya___Angela,2021-07-07 15:21:24+00:00,"Klaster RS lagi naik2nya. Enggak, bukan karena ketularan dari pasien. Tapi karena......
makan bersama...
waktu dinas bareng....

Nice 🙂 
Mungkin maksudnya buat booster vaksin ya. Soalnya kan udah beberapa bulan lalu ya.",Nusa Tenggara Timur,Mei
UGMYogyakarta,2021-02-18 06:06:02+00:00,Epidemiolog #UGM: Pemerintah Diimbau Fokus Penuhi Kebutuhan Vaksin Daripada Bicara Sanksi https://t.co/p9ciOOWZwF https://t.co/rM9wmSzxpR,DI Yogyakarta,Februari
abduh_andi,2021-05-02 04:34:44+00:00,Terus vaksin buat apa?,Sulawesi Selatan,Mei
Myacella99,2021-05-29 23:47:20+00:00,Yang anti vaksin ni. Kau ckp doc agent dajal bagai abistu bila kau sakit kau dtg jugak merangkak jumpa doctor.KAHKAHKAH,Papua,Mei
nisannisaaaa,2021-02-24 05:55:25+00:00,"@akshareari Ko ga saling follow.

Mati semua lingkarannya
Dkter pemeran mati semua
Penyebab bunuh diri massal kan slh dokter jg dituker.
Endingnya tetep aja vaksin di produksi oleh perusahaan gede itu soalnya kaya ga ada pilihan lain

""kau yang mulai kau yang mengakhiri""

Spoiler kl blm nntn",Jawa Barat,Februari
HertadiR,2021-06-09 00:10:25+00:00,"Kekebalan kelompok segera terbentuk dan pandemi segera berakhir. Masyarakat tak perlu takut akan vaksin, karena sudah terbukti aman, tanpa efek samping, dan memiliki status halal MUI. Demi Kemajuan Indonesia https://t.co/5SWXUhtoM5",Sulawesi Tenggara,Juni
muhamadotib,2021-07-10 12:40:10+00:00,@Hilmi28 Kita mah masih sibuk beli vaksin... Karena kalau ga gitu ga ada alesan ke rakyat bahwa pandemi ini banyak pengeluaran yang bikin negara kita bangkrut...,Lampung,Januari
gustibrewon,2021-07-04 05:03:46+00:00,"Jika ada salah dalam manejemen rantai pasokan dan stok, rakyat jangan jadi korban akibat kelalaian. Mesti ada solusi dari jajaran @KemenkesRI  terkait kondisi ini. Rakyat sudah mau divaksin, koq dibuat ribet. Pak @jokowi  ajak vaksin, tapi manejemen koq kayak begini?",Nusa Tenggara Timur,Juni
PowerRangerItem,2021-04-28 14:35:18+00:00,@Sigitkurus2 Vaksin opo kui git..,Bali,April
TinggiKejaksaan,2021-04-22 23:35:03+00:00,"Sobat Adhyaksa , penyebaran Covid 19 masih sangat tinggi di beberapa daerah terutama di Jakarta Saat ini banyak kelurahan masih masuk dalam zona merah , meski upaya vaksin sdh dijalankan namun kita tidak boleh lengah dan harus tetap waspada dari penyebaran virus covid19. https://t.co/CpgNLwIWT1",Sumatera Selatan,April
dokterimun_id,2021-01-29 14:53:28+00:00,"Jelas konsep vaksin satu dosis tidak sebaik vaksin dua dosis ya. Data awal efikasi vaksin Johnson &amp; Johnson hanya tunjukkan perlindungan 66% untuk kasus moderate severe, bandingkan 78% efikasi sinovac untuk mild-severe. https://t.co/ssiWFpRKpS #ayovaksin #sinovacaja",Banten,Januari
Korem072Pmk,2021-01-29 11:21:12+00:00,"Jangan lengah meskipun sudah ada Vaksin COVID-19 tetap patuhi 5 M : Memakai Masker, Mencuci Tangan, Menjaga Jarak, Menghindari Kerumunan, Mengurangi Mobilitas https://t.co/Cnfyeyv74l",DI Yogyakarta,Januari
agitsniiii,2021-06-27 09:04:27+00:00,"Alhamdullilah, efek dari vaksin pegel tangan, sedikit ngantuk, dan lapar terus https://t.co/noYWYxvyfg",Jawa Barat,Juni
ekkyij,2021-04-29 03:12:50+00:00,"Utas yg menarik.
Sebentar lagi Lebaran, dengan tradisi silaturahim, mudik, dll yg identik dgn kerumunan dan bersalaman
Mari berhati2 dan menahan diri. Jgn sampai kejadian di India menimpa kita.
Tetap terapkan prokes, walau sdh vaksin.
Semoga Allah senantiasa melindungi kita semua https://t.co/h91Uan4bSJ",DKI Jakarta,April
esteweagus,2021-03-24 00:16:38+00:00,Masih ngantuk setelah kemarin di vaksin ..,DI Yogyakarta,Maret
AdamFaridOngg,2021-01-22 06:30:03+00:00,"Vaksin tak percaya, member bagi dia 'otw' percaya pula.",Aceh,Januari
jjangmeyong,2021-03-29 09:59:45+00:00,Habis vaksin be like https://t.co/rNRE4e8q8K,Jawa Timur,Maret
ebbaylia,2021-04-29 23:49:07+00:00,"@fiabukanvallen Iyaaa, masa kemaren habis vaksin ngantuk bgt naik motor nguap muluuuu",Sulawesi Utara,April
RaulTarmuji,2021-06-29 01:58:26+00:00,"SENTRA VAKSINASI DI UDINUS DAN UNIKA SEMARANG

Telah dibuka layanan sentra vaksinasi di Universitas Katolik Soegijapranata dan  Universitas Dian Nuswantoro.

Bagi warga yang hendak melakukan vaksin harus mendaftarkan diri secara online di website https://t.co/evGvrLTJ7V https://t.co/o3S7CV50cE",Jawa Tengah,Juni
bowotejo1,2021-06-25 00:28:39+00:00,"Pidana bagi penolak vaksin, Damai Indonesiaku https://t.co/Fq00GGrnIt",Kepulauan Bangka Belitung,Juni
Arie_Kriting,2021-06-29 17:02:26+00:00,"Pandemi ini melelahkan, bikin kuatir terus, sungguh menyerap energi.

Semoga segera berakhir dan kita semua berhasil melaluinya dalam keadaan baik.

Mari lebih giat mengingatkan sekitar kita untuk selalu tertib dan segerakan vaksin. 

Semoga keadaan segera membaik.",Sulawesi Utara,Juni
mansur_my,2021-07-09 03:57:48+00:00,"Vaksin ke dua, 
tetap ikhtiar, sisanya serahkan ke Yang Kuasa https://t.co/aTdo2sudQ4",Sulawesi Tengah,Januari
akollo_edwin88,2021-07-03 03:48:49+00:00,Antrean untuk vaksin https://t.co/4DlXX8AotS,Maluku,Februari
bendongoran,2021-06-28 03:26:03+00:00,"Selesai juga #Vaksin nya, moga baik baik https://t.co/FODvZuZFBO",Aceh,Juni
samsamy15_sam,2021-06-20 08:32:11+00:00,@Babymariio_ Nga usah takut. Santai saja. Reaksi biasa kok kl ada di vaksin,Sulawesi Selatan,Juni
ntaganteng,2021-05-27 16:06:56+00:00,@langterkataken abis test hiv sama vaksin gw tuh :(,Banten,Mei
AlfajrianAB,2021-03-22 02:10:10+00:00,Alhamdulillah Suntik Vaksin ke 2 selesai. https://t.co/GBt0Mx6CU5,Aceh,Maret
polsek_sentani,2021-03-26 05:03:54+00:00,"Protokol Kesehatan Harus Tetap Digalakkan.

Vaksin membuat imun tubuh kita meningkat serta risiko tertular Covid-19 juga menurun namun bukan berarti kita kebal terhadap Covid-19.

Jangan Abaikan, Selalu Terapkan 5M.
#AyoVaksinTetap5M
Bangkit Indonesia Sehat https://t.co/eT09s6J3py",Papua,Februari
desirestiani04,2021-04-27 09:03:11+00:00,Gegara pilek yang engga sembuh-sembuh jadi tidak dibolehkan vaksin!,Banten,April
RaulTarmuji,2021-02-23 05:07:35+00:00,"PELAKSANAAN VAKSIN TAHAP II ASN/NON ASN PEMKOT SEMARANG 

Plh. Wali Kota Semarang @iswaraminuddin meninjau langsung pelaksanaan Vaksinasi Covid-19 Tahap II bagi ASN/NON ASN di Aula Balai Kota Semarang, Senin (22/2). 

Dalam kesempatan tersebut Iswar mengatakan, target vaksin https://t.co/KCUdP0jaQH",Jawa Tengah,Februari
yogapor,2021-03-27 03:17:35+00:00,"@anindyadevyka @lonelygvrlz911 @siitutuh @ferdiriva @teppy87 Vaksin aestrazeneca jarak vaksin 1 dan 2 lama bgt ya, padahal vaksin jenis itu merupakan vaksin yang masa kadaluarsanya ga lama, cuma sekitar 6 bulan dari masa produksi.",DI Yogyakarta,Maret
pontianakpost1,2021-07-08 04:49:22+00:00,Masyarakat Maritim Terima Vaksin https://t.co/H0aBOqQCbk,Kalimantan Barat,Februari
monicaamoncha,2021-05-27 06:33:41+00:00,Ketiduran lg edit video wkwkwk vaksin oh vaksin,Bali,Mei
1998asgd,2021-04-29 15:35:16+00:00,"@Zeerooreo @jnnyjazz @inierde @irasjafii Kemaren sih iya udah bisa lepas masker. Soalnya 315 juta jiwa disana sudah di vaksin dalam waktu sepekan sekitar 75%an. Indo kan dibawah 300juta jiwa tapi yg divaksin baru sekitar 1,4% :( maaf kalo salah sekilas doang liat berita nya",DKI Jakarta,April
herungrh_,2021-05-25 11:19:45+00:00,Lho vaksin e beda ternyata dari yang terdahulu.,Jawa Tengah,Mei
RevanCovida,2021-06-29 04:08:30+00:00,"Vaksin AstraZeneca telah lulus uji klinis dan sudah mendapat izin edar  dari BPOM dan MUI sehingga aman untuk digunakan !

Doa Untuk Bangsaku https://t.co/nAEtCNxbl2",Gorontalo,Juni
amikha_,2021-03-23 10:44:45+00:00,Banyuwangi iki ancen gak onok vaksin ta ngenteni seremonial sek 😒,Kalimantan Selatan,Maret
keclengkong,2021-01-27 03:34:18+00:00,"Rabu, 27 Januari 2021 Giat Camat Lengkong mengikuti Kegiatan *Rapat Evaluasi Covid-19 dan Vaksin Kota Bandung* secara virtual melalui Zoom Meeting @ Kecamatan Lengkong https://t.co/YOMIJ8tR3f",Jawa Barat,Januari
nikisyaa_,2021-05-29 08:47:01+00:00,@wannuramirahhhh Xdpt vaksin,Sulawesi Utara,Mei
mayaeyqa,2021-02-26 09:20:27+00:00,Masa baby xkena vaksin berkali kali ke ?? https://t.co/oY07K0rL1T,Aceh,Februari
KaltimOfficial,2021-06-29 18:17:45+00:00,Tolak Vaksin bisa kena sanksi! https://t.co/EGCI7l2cy7,Sulawesi Utara,Juni
yusufsurya106,2021-05-12 13:32:16+00:00,@mbakcim Aku ndak mau vaksin dan ndak mau corono 😁,Jawa Tengah,Mei
whykwjy,2021-06-29 13:54:44+00:00,@njuleee Ya emang gitu neng...surtipikat itu untuk yang udah vaksin 2... Kartu vaksin dikasih kan?,Banten,Juni
polsek_senggigi,2021-02-02 06:25:03+00:00,"Jangan Ragu dan takut Untuk Vaksin !
Program Vaksin Covid - 19 menjadikan Indonesia Sehat dan Kuat terhadap Penyebaran Virus Covid-19.
Vaksin itu :
1. HALAL
2. AMAN
3. GRATIS
Vaksinasi penting untuk menjaga kesehatan diri dan keluarga. https://t.co/922aG18wpl",Nusa Tenggara Barat,Februari
yuslidar76,2021-07-08 08:38:13+00:00,Media Amerika Bongkar Data Negara yang Andalkan Vaksin China tapi Tingkat Infeksi Masih Tinggi,Papua Barat,April
caesarhenock,2021-01-13 06:32:20+00:00,"the best indonesian president of all time,thankyou pak atas dedikasi nya agar buat rakyat percaya akan vaksin ini. https://t.co/wPsEKAokDR",Sumatera Utara,Januari
windameidhitaa,2021-07-09 14:12:21+00:00,"@destryangryana Efek itu tergantung orangnya sih, di aku nih vaksin 1 dan 2 april lalu ngaruh pegel sama ngantuk doang. Semangat, kak! 🤗",Lampung,Februari
qimdodol,2021-03-19 06:48:41+00:00,Lagi banyak hujah la orang anti vaksin https://t.co/gUAjxAw213,Aceh,Maret
YusufMhib,2021-07-09 03:52:48+00:00,"Fyi.
Jeda waktu antara Vaksin dan mau donor darah adalah 1 bulan. 
(Ibu dokter Tilango dan Ses Tilango quote)",Gorontalo,Januari
kpuprovgtlo,2021-07-08 08:11:52+00:00,"Masyarakat tidak perlu takut dan ragu dengan vaksinasi Covid-19 karena vaksin sudah terjamin aman, halal, dan berkualitas.

Follow @DinkesGtloProv dan @humaspoldagtlo untuk informasi lebih lanjut.

#KPULawanCovid19
#SukseskanVaksinasiNasional
#KPUProvinsiGorontalo
#KPUmelayani",Gorontalo,Januari
Rezel_N,2021-01-14 06:43:42+00:00,"Ngene lo rek, lek kate vaksin yo vaksino, lek gak gelem yo wes tapi lek kenek corona ojok nyalahne pemerintah perkoro kenek corona",Kalimantan Selatan,Januari
bumagda_,2021-05-28 03:59:02+00:00,"Makanya saya bawel encourage orang buat vaksin karena ini akan bawa multiple effect. Ada kesempatan vaksin? Ayo hajar! Saya sampe cuti kerja hari ini supaya bisa menerima vaksin. Yes, i'm that serious.",Banten,Mei
jamessuselo,2021-05-28 16:46:31+00:00,"@Ar1Pangeran https://t.co/BG3GcqbEno 

Masih percaya Vaksin Made in Chinese Communist Party dan afiliasinya ? Ya Monggo dicoba, kalau berhasil, dapat piring cantik + anomali genetik di generasi berikutnya kok👍",Banten,Mei
pojoknarasi,2021-06-10 02:55:26+00:00,Kjri Jeddah ungkap alasan Arab belum umumkan keputusan soal Haji yaitu berkaitan dengan mutasi virus covit jalankan vaksin dan perkembangan obakopi masih menghantui seluruh penjuru bumi https://t.co/mfEGSVojYi,Sulawesi Barat,Juni
MMUFID_jkmn,2021-01-13 12:39:17+00:00,"@polda_jambi Alhamdulillah.

Dengan ada-nya vaksin yg sudah ada mari bersama-sama dan bersiap diri untuk menerima vaksin serta mengikuti anjuran dari pemerintah.
vaksin ini baik untuk kesehatan untuk kedepannya dan vaksin ini di sesuwaikan dari yg akan menerima vaksin sesuai keadaan penerima.",Jambi,Januari
erdosteine,2021-04-17 16:23:36+00:00,Abis baca berita kontroversi vaksin nusantara yg ga penelitian distop bpom krn kipi nya tinggi pdhl masih penelitian. Tp dpt dukungan tokoh masyarakat. Ya emang paling paham dah tokoh masyarakat soal kajian keamanan vaksin wkwkw,Jawa Barat,April
hanie_negh,2021-04-17 02:55:07+00:00,#Vaksin https://t.co/FcmWbqU6DU,Jawa Barat,April
DenahJagad,2021-06-11 13:25:41+00:00,"Indonesia lawan pandemi dengan vaksin dan Disiplin Prokes
Tolak Provokasi https://t.co/8bEyuPKrRo",Nusa Tenggara Barat,Juni
ondolz,2021-07-10 07:47:32+00:00,Berburu vaksin demi perpanjang SIM...🥵 https://t.co/YLauAgBLkw,Sulawesi Selatan,Januari
Ly_me_Ly,2021-07-07 23:20:59+00:00,Nanti pas sdh lonjakan kasus begini bru berbondong² mau vaksin... selama ini kemana ajeee 😁😁,Papua,Februari
ProsesnewsID,2021-07-08 08:09:42+00:00,"Menteri Johnny mengapresiasi inisiatif Unika Atma Jaya untuk mendukung Program Vaksinasi Covid-19. Menurutnya saat ini sudah ada sekitar 13,3 juta vaksin dosis pertama yang diberikan kepada masyarakat.
#ProsesnewsID
#Nasional
#Menkominfo
#Vaksinasi https://t.co/skENktbGKZ",Gorontalo,Januari
pelitabataks,2021-06-05 00:23:27+00:00,"“Kami selaku Pemerintah Indonesia menyambut baik validasi emergency use vaksin Sinovac,” ujar Menkes. https://t.co/TRihoieSOF",Sumatera Utara,Juni
Shekin_darin,2021-02-26 14:52:10+00:00,Siapa anti vaksin pls jgn dkt dgn aku..,Aceh,Februari
ahfirizqi,2021-04-25 12:30:18+00:00,untung pas vaksin cm di suruh tarik nafas doang klo di suruh tarik uang di ATM saya udah nyerah duluan karena isinya saldo minimal. https://t.co/U0rBUDYhDQ,Jawa Barat,April
hukumkircoff,2021-07-10 09:13:54+00:00,pegel pegel nyeri gtgt ih abis vaksin afagagadafahahwfa,Sulawesi Selatan,Januari
Adikejar16,2021-04-29 15:07:35+00:00,Apa bener vaksin bisa bikin orang jadi anti coronsky?,DKI Jakarta,April
dosengenetika,2021-06-26 03:08:21+00:00,masa iya vaksin jg pake dalam orang.,Jambi,Juni
bambang3handana,2021-04-22 03:53:42+00:00,"Vaksin kedua Covid. 
Semoga dilancarkan yak..",Jawa Tengah,April
hang_cangkoi,2021-02-27 14:41:57+00:00,@jajujejai @lyaamran_ Siye kita punya pemikiran serupa. Aku cakap kat bini siang tadi sin no vac tu dosa kalau tak vaksin. Lalu aku kena jelingan malas nak layan,Aceh,Februari
toriqivanda,2021-04-02 03:23:58+00:00,"Pagi ini vaksin kucing 15 ekor... Gila banyak bgt, banyak juga dptnya sih wkwk. Worth bgt buat jajan di jumat ini",Nusa Tenggara Barat,April
AchVic,2021-02-27 13:11:00+00:00,"Jaman udah modern. Vaksin masih aje pake suntikan. Pake sirup dong !

*Team takut disuntik 🤭",DKI Jakarta,Februari
sijagosepik,2021-05-26 04:32:35+00:00,Vaksin ke 2 https://t.co/TN6g8w7gxF,Jawa Timur,Mei
daifinaga,2021-05-28 09:10:49+00:00,"Anjir menderita bgt efek vaksin ini, kalo kaga dipaksa kantor gamau bgt dahh:(",Jawa Barat,Mei
nyoman_gede13,2021-03-27 03:20:25+00:00,Ngantre vaksin covid-19 udah kayak ngantre sembako.... https://t.co/2quI3o5IZq,Bali,Maret
syenamoon,2021-05-28 02:34:12+00:00,Vaksin kedua😳,Jawa Barat,Mei
ngrhdwp,2021-02-25 11:51:10+00:00,"Setelah di vaksin lapernya itungan jam, biasanya ga gampang laper, tpi lambung selalu ga nahan makan banyak",Jawa Tengah,Februari
hhaaddjjoo_,2021-07-10 11:53:47+00:00,"Pi terima BLT di bank kerumunan ke semut dan snd mau ikut prokes utk jaga jarak.
Pi vaksin juga sama saja, snd mau antri yang sesuai standar prokes utk jaga jarak, entahlah.
Snd mau salahkan siapa2 hanya mau tulis keresahan sa di ini platfrom.
Kupangku, Kupangmu, Kupang kita 😩",Nusa Tenggara Timur,April
arminhari,2021-01-28 12:03:31+00:00,"dengan ini, sa bersaksi. sa ndak mau disuntik vaksin covid-19. biar dikasih sama ps5, tatta sa ndak mau.

tapi bisa kira-kira ps5-nya mo saja sa ambil?",Banten,Januari
LhieaOlay,2021-06-29 11:31:23+00:00,Alhamdulillah vaksin 1 sudah https://t.co/q9Cp7vHcC1,Banten,Juni
aimnyazd,2021-05-29 11:42:20+00:00,Hah masih nk tahan org amek vaksin lagi ke polis yg buat roadblock tu? Hah gittew https://t.co/u7d6c8jrWb,Kalimantan Tengah,Mei
MARLYHARRYA,2021-06-25 11:15:47+00:00,"Lets talk about virus SARS-CoV2 / covid.
Sedikit berpendapat sih, fyi dikit sebelumnya kemaren ada baca thread orang di twitter menjelaskan tentang vaksin yang disuntikkan itu bukan si virus covid tersebut, melainkan virus yang bentuknya mirip seperti si covid.",Kalimantan Timur,Juni
opinpiandika_,2021-06-29 22:35:00+00:00,"Jika memang ini adalah upaya tuan dan puan tuk menyehatkan diberikannya vaksin, iyah, terima kasih saya terima coba percaya atas kebijakannya, katanya.
Dan semoga setelahnya kembali sehat, tak ada lagi yang sakit apalagi di sakit kan. ✌🏿☺️",Jawa Timur,Juni
farwa2505,2021-02-27 14:09:17+00:00,"Saya sih sejak pemerintah mengatakan test antobodi dan antigen bisa diakes bebas terutama utk bepergian, serius deh bagi saya ga banget. Sama hal nya dengan vaksin ini. Banyak masyarakat yg menggampangkan dan menganngap remeh. https://t.co/W0YUOYdtUh",DKI Jakarta,Februari
anjaninadya,2021-03-24 01:04:04+00:00,Pengen cepet2 d vaksin biar bisa traveling lagggiiiiii..,Jawa Barat,Maret
ztoenk,2021-01-14 08:01:05+00:00,"Cukup sudah tokoh &amp; artis di vaksin.
Dahulukan para Petugas Kesehatan &amp; Keamanan.
Krn kenyataan artis &amp; tokoh gak punya kepentingan soal kewajiban pelayanan masyarakat
Cc. @jokowi https://t.co/wnyAm55yu6",Sumatera Utara,Januari
princes66934439,2021-07-01 06:15:41+00:00,Walau sudah vaksin kita harus tetap disiplin prokes dengan pakai masker ganda https://t.co/6Uoq6kREkO,Sulawesi Barat,Januari
niel_alkathiri,2021-06-20 11:48:27+00:00,"Abis disuntiknya hmmmm
Iya sebelum vaksin jan lup makan dan istirahat yg cukup. Tapi kamu kan dah sering “divaksin” jadi aman kok 🤪 https://t.co/YtapkEGJKN",Kalimantan Timur,Juni
abcdefghaini,2021-02-27 02:30:20+00:00,Boleh pilih tak nak vaksin apa nnt? Nak pfizer boleh tak🥺,Aceh,Februari
AmandaRahmadani,2021-03-29 13:16:38+00:00,"Iseng coba cek antibodi pasca vaksin.
Hari ini pas 21 hari pasca vaksin ke-1.
Antibodi sudah terbentuk tapi belum maksimal. Nanti kita cek lagi pasca vaksin ke-2.
Pasca vaksin ke-2 titer antibodi bisa &gt; 100. https://t.co/7rT62QRvfK",Sulawesi Utara,Maret
iniLinaaaa,2021-01-26 12:29:37+00:00,"besok jadwal vaksin, tapi jadwal swab juga. pending dulu yaa vaksinnya 🤭",DI Yogyakarta,Januari
